Song Title,Artists,BPM,Comments,Length
"Hate It Or Love It (Dirty)(Remaster)","50 Cent feat. Game","100","2000s Y2K Rap Top Acts-Bay","3:26"

"Hate It Or Love It [Clean] (Album Version) [feat. 50 Cent]","The Game","100","2000s Y2K Rap Nation","3:26"

"Headsprung (DJ Cut 2.0)","L.L. Cool J","100","2000s Y2K Rap Top Acts-Bay","4:36"

"Heartless","Kanye West","88","2000s Y2K Rap Top Acts-Bay","3:31"

"Hello Good Morning (Radio Edit)[Dj Cut 2026)","Diddy - Dirty Money","104.000000","2000s Y2K Rap Top Acts-Bay/Menssports","4:14"

"Hey Baby Drop It To The Floor","Pitbull feat. T-pain","128","2000s Y2K Rap Top Acts-Bay","3:52"

"Hey Ma! (Dj Cut 2025)","Cam","91","2000s Y2K Rap Nation","3:45"

"Hey Mama [Clean]","The Black Eyed Peas","100","2000s Y2K Rap Top Acts-Bay","3:35"

"Hey Mama","The Black Eyed Peas","100","2000s Y2K Rap Top Acts-Bay","3:35"

"Hey Ya! (Cold Start)","outkast","80.000000","2000s Y2K Rap Top Acts-Bay/Menssports","4:11"

"Hey Ya! (Dj Cut 2026)","Outkast","80.000000","                            ","4:15"

"Hip Hop Is Dead [feat. will.i.am]","Nas","111","2000s Y2K Rap Top Acts-Bay","3:46"

"Holidae In (Clean)(Dj Cut 2022) - 76.54(4 phrase)","Chingy","153","2000s Y2K Rap Nation","5:14"

"Holidae In (Explicit) [4 phrase doubltetime]","Chingy","153","2000s Y2K Rap Nation","5:14"

"Hot In Here","Nelly","106","2000s Y2K Rap Top Acts-Bay/Menssports","3:49"

"Hotel Room Service","Pitbull","126","2000s Y2K Rap Top Acts-Bay","3:58"

"How Low (Clean Version) - 72","Ludacris","144","2000s Y2K Rap Top Acts-Bay","3:21"

"How Low (Dirty)","Ludacris","144","2000s Y2K Rap Top Acts-Bay","3:21"

"How Many Licks (Clean)","Lil' Kim","105","2000s Y2K Rap Top Acts-Bay","3:53"

"How Many licks (Clean)","Lil' Kim","105","2000s Y2K Rap Top Acts-Bay","3:54"

"How We Do (Mixed) (Clean) (Dj Cut)","The Game","99","2000s Y2K Rap Nation","3:11"

"How Ya Do Dat (Radio Version)","Masta P ","90","2000s Y2K Rap Top Acts-Bay","4:35"

"Hyhpy (Dj Cut)","The Federation","101","2000s Y2K Rap Top Acts-Bay","4:05"

"Hypnotized (feat. Akon) [Clean]{Dj Cut 2026}","Plies","116.890000","2000s Y2K Rap Nation","3:06"

"I Got Grapes [Clean Edit]","E-40 featuring Gorilla Pits, Nump, The Federation","97","2000s Y2K Rap Top Acts-Bay","4:41"

"I Got Grapes [Explicit]","E-40 featuring Gorilla Pits, Nump, The Federation","97","2000s Y2K Rap Top Acts-Bay","4:41"

"I Gotta Feeling","The Black Eyed Peas","128","2000s Y2K Rap Top Acts-Bay/Menssports","4:51"

"I Just Wanna Love U (Give It 2 Me)","Jay-Z","98","2000s Y2K Rap Top Acts-Bay","3:50"

"I Know You See It (feat. Brandy "Ms. B" Hambrick) [Clean]","Yung Joc","84.000000","2000s Y2K Rap Nation","4:01"

"I Know You Want Me","Pitbull","127","2000s Y2K Rap Top Acts-Bay","3:44"

"I Need a Girl (Pt. One) [feat. Usher & Loon] [Clean]","P Diddy","89","2000s Y2K Rap Top Acts-Bay","4:29"

"I Need A Girl (Pt.Two)","P Diddy","103","2000s Y2K Rap Top Acts-Bay","3:38"

"I Need A Hot Girl [Clean] [feat. Big Tymers](Clean)","Hot Boys & Big Tymers","96.470000","2000s Y2K Rap Nation","4:54"

"I Think They Like Me [Explicit] (Remix) [feat. Jermaine Dupri & Da Brat & Bow Wow & The Kid Slim]","Dem Franchize Boyz","83","2000s Y2K Rap Nation","4:42"

"I Wanna Love You [Clean] (Album Version (Edited)) [feat. Snoop Dogg]","Akon","100","2000s Y2K Rap Nation","4:07"

"Ice Cream Paint Job (Dj Cut 2025) {4 Phrase}","Dorrough Music","90","2000s Y2K Rap Nation","4:04"

"If I Could Go! (Remaster)","Angie Martinez","98","2000s Y2K Rap Nation","4:12"

"I'm a Thug (Doubletime)","Trick Daddy","140","2000s Y2K Rap Nation","4:14"

"I'm Sprung [Clean]","T-Pain for Nappy Boy Productions, Inc.","100","2000s Y2K Rap Top Acts-Bay","3:52"

"Imma Be (Dirty)[Dj Special 2023)","The Black Eyed Peas","92","2000s Y2K Rap Top Acts-Bay","4:21"

"Imma Be (Super Clean) [Dj Special 2023)","The Black Eyed Peas","92","2000s Y2K Rap Top Acts-Bay","3:57"

"In Da Club [Clean] {Dj Cut 2026} 2.0","50 Cent","91","2000s Y2K Rap Top Acts-Bay","3:35"

"In Da Club [Clean](Cold Start)","50 Cent","91","2000s Y2K Rap Top Acts-Bay","3:13"

"Independent (Webbie)[Clean]{Dj Cut 2025}(4 Phrase)","Webbie","87","2000s Y2K Rap Nation","4:19"

"It's Getting Hot ","The Team","103","2000s Y2K Rap Nation","3:39"

"Jesus Walks (Class Edit) ","Kanye West","87","2000s Y2K Rap Top Acts-Bay","3:14"

"Just A Lil Bit (explicit)","50 Cent","97","2000s Y2K Rap Top Acts-Bay","3:57"

"Just Can't Get Enough [Black Eyed Peas] (Dj Special 2023)","Black Eyed Peas","94","2000s Y2K Rap Top Acts-Bay","3:19"

"Just Loose It (Clean)","Eminem","121","2000s Y2K Rap Top Acts-Bay","4:07"

"Kiss Kiss [Dj Cut 2023] (4 Phrase)","Chris Brown","141","2000s Y2K Rap Nation","3:57"

"Kiss Me Thru The Phone (4 Phrase)","Soulja Boy Tell'em","150","2000s Y2K Rap Nation","3:13"

"Krazy","Pitbull","125","2000s Y2K Rap Top Acts-Bay","3:57"

"Last Night (feat. Keyshia Cole) [2016 Remastered] [Clean]","Sean "Diddy" Combs","121","2000s Y2K Rap Top Acts-Bay","6:26"

"Latin Thugs (Reggaeton Mix)[Dj Cut 2026]","Cypriss Hill","93.160000","2000s Y2K Rap Nation/Latin-International","3:38"

"Lean Wit It Rock Wit It (Clean) - 152 (4 phrase)","Dem Franchize Boyz","152","2000s Y2K Rap Nation","3:49"

"Lean Wit It Rock Wit It (Dirty) - 152 (4 phrase)","Dem Franchize Boyz","152","2000s Y2K Rap Nation","3:49"

"Let Me Blow Ya Mind (Clean)(Dj Cut)","Eve ft. Gwen Stefani","92","2000s Y2K Rap Top Acts-Bay","3:37"

"Let Me Blow Ya Mind Dirty)","Eve ft. Gwen Stefani","90","2000s Y2K Rap Top Acts-Bay","3:52"

"Let's Get It Started (Dj Special 2025) ","Black Eyed Peas","105","2000s Y2K Rap Top Acts-Bay","3:38"

"Let's Go (Clean)(Dj Cut 2022)","Trick Daddy","134","2000s Y2K Rap Nation","3:33"

"Lighters Up Dj Cut 2024)","Lil' Kim","91","2000s Y2K Rap Top Acts-Bay/Reggae-International","4:10"

"Lights, Camera, Action (Dj cut OK)","Mr. Cheeks","106","2000s Y2K Rap Nation","3:27"

"Live Your Life (Radio Edit)","T.I. Ft Rihanna","80","2000s Y2K Rap Nation","4:05"

"Live Your Life","T.I. Feat. Rhianna","80","2000s Y2K Rap Nation","6:13"

"Locked Up [Clean]","Akon","90","2000s Y2K Rap Nation/B-Sides","3:55"

"Lollipop (Clean) (doubletime)","Lil Wayne","148","2000s Y2K Rap Nation","5:00"

"London Bridge [Clean] (Album Version (Edited))","Fergie","91","2000s Y2K Rap Nation","4:01"

"Look At Me Now [Edited] (Dj Cut 2022)(4 phrase)","Chris Brown feat. Lil Wayne & Busta Rhymes","146","2000s Y2K Rap Nation","3:25"

"Look At Me Now [Explicit] (Dj Cut 2022)(4 phrase)","Chris Brown feat. Lil Wayne & Busta Rhymes","146","2000s Y2K Rap Nation","3:43"

"Loose Yourself (Dj cut - clean) - 172","Eminem","85","2000s Y2K Rap Top Acts-Bay","4:51"

"Lose Control (feat. Ciara & Fat Man Scoop) [Clean]","Missy Elliott","126","2000s Y2K Rap Top Acts-Bay","3:47"

"Made You Look [Clean]","Nas","95","2000s Y2K Rap Top Acts-Bay","3:21"

"Made You Look [Explicit]","Nas","95","2000s Y2K Rap Top Acts-Bay","3:23"

"Magic Stick (Clean Version) {Dj Cut 2024}","Lil' Kim","95","2000s Y2K Rap Top Acts-Bay","3:26"

"Make It Rain [Clean] (Dj Special 2023){4 Phrase}","Fat Joe & Lil Wayne","149","2000s Y2K Rap Nation","4:04"

"Make It Rain [Dirty] (Dj Special 2023) [4 Phrase]","Fat Joe & Lil Wayne","149","2000s Y2K Rap Nation","4:04"

"Make Me Better [Clean] [feat. Ne-Yo]","Fabolous and Ne-Yo","86","2000s Y2K Rap Nation","4:14"

"Mesmerize","Ja Rule","92","2000s Y2K Rap Top Acts-Bay","4:19"

"Money Maker (Edited) (8ct looper)","Ludacris","84","2000s Y2K Rap Top Acts-Bay","3:50"

"Move B***h [Clean] [feat. Mystikal & I-20]","Ludacris & Mystikal & I-20","89","2000s Y2K Rap Top Acts-Bay","4:32"

"Move Shake Drop","Pitbull","128","2000s Y2K Rap Top Acts-Bay","3:18"

"Ms. Jackson","Outkast","95","2000s Y2K Rap Top Acts-Bay","4:02"

"Ms. New Booty","Bubba Sparxx ft. Ying Yang Twins","100","2000s Y2K Rap Nation","3:00"

"Muscle Cars (feat. Keak da Sneak & Turf Talk) [Clean]","E-40","105","2000s Y2K Rap Top Acts-Bay","4:02"

"Just Like Music","Eric Sermon","100","2000s Y2K Rap Top Acts-Bay","3:56"

"My Band (Clean)","Eminem","120","2000s Y2K Rap Top Acts-Bay","4:42"

"My Chick Bad (Clean) - 170","Ludacris","85","2000s Y2K Rap Top Acts-Bay","3:34"

"My Humps","The Black Eyed Peas","123","2000s Y2K Rap Top Acts-Bay/WMSport","3:45"

"My Neck, My Back (Lick It) [Clean] (Radio Version)","Khia","102","2000s Y2K Rap Nation","3:44"

"My Neck, My Back (Lick It) [Explicit] (Street/Club Version)","Khia","102","2000s Y2K Rap Nation","3:42"

"My Projects (Clean Edit)","Coo Coo Cal","95","2000s Y2K Rap Nation","3:45"

"My Projects (Dirty)","Coo Coo Cal","95","2000s Y2K Rap Nation","3:45"

"Nasty Girl (Clean) [Dj Cut 2023]","The Notorious B.I.G.","106","2000s Y2K Rap Top Acts-Bay","4:49"

"Ni**as In Paris [Clean] (Album Version (Edited)","JAY Z & Kanye West","140","2000s Y2K Rap Top Acts-Bay","3:39"

"No Church in the Wild (feat. Frank Ocean)","Kanye West & JAY-Z","93","2000s Y2K Rap Top Acts-Bay","4:33"

"No Hoe [Explicit] (Dj Cut 2026)","D-Lo","100.470000","2000s Y2K Rap Nation-Bay/B-Sides","3:50"

"No Matter What They Say (Dj Cut 2024)","Lil' Kim","106","2000s Y2K Rap Top Acts-Bay","4:16"

"Oakland (feat. Dj Mustard) (Clean Edit)","Vell","98","2000s Y2K Rap Nation","2:25"

"Oakland (feat. Dj Mustard)","Vell","98","2000s Y2K Rap Nation","2:26"

"Oakland Raiders [Clean]","Luniz","88","2000s Y2K Rap Nation","4:32"

"Oakland Raiders [Explicit]","Luniz","88","2000s Y2K Rap Nation","4:49"

"Oh Boy' ","Cameron","85","2000s Y2K Rap Nation","3:39"

"Oh Yeah (clean)","Big Tymers","98","2000s Y2K Rap Nation","3:12"

"Outta Control [Clean] (Remix) [feat. Mobb Deep]","50 Cent","92.020000","2000s Y2K Rap Top Acts-Bay","4:09"

"Overnight Celebrity (Dj cut 2022)(4 phrase)","Twista","134","2000s Y2K Rap Nation","3:36"

"P.I.M.P. (Dj Cut)(clean)","50 Cent","85","2000s Y2K Rap Top Acts-Bay","4:18"

"Pimp Juice (Doubletime)","Nelly","148","2000s Y2K Rap Nation","4:52"

"Play (David Banner) [Dj Cut 2026]","David Banner","95.000000","2000s Y2K Rap Nation","4:08"

"Po Folks","Nappy Roots","89","2000s Y2K Rap Nation","3:34"

"Pop, Lock & Drop It [Explicit] (Dj Cut 2024)","Huey","144","2000s Y2K Rap Nation","4:24"

"Pump It Up [Clean] (Edited Album Version)","Joe Budden","105","2000s Y2K Rap Nation","3:44"

"Pump It - 77","The Black Eyed Peas","153","2000s Y2K Rap Top Acts-Bay/Menssports","3:33"

"Purple Hills (Clean Version) (Dj Cut)","D12 feat. Eminem","125","2000s Y2K Rap Top Acts-Bay","4:32"

"Pursuit of Happiness (Clean Edit)","Kid Cudi","128","2000s Y2K Rap Nation","5:50"

"Pursuit of Happiness (Dirty)","Kid Cudi","128","2000s Y2K Rap Nation","6:14"

"Qué Maldición","Banda Sinaloense MS de Sergio Lizárraga & Snoop Dogg","89","2000s Y2K Rap Nation/Latin-International","3:23"

"Raise Up {Hellicopter} (Clean) (Dj Cut)","Petey Pablo","82","2000s Y2K Rap Nation","3:36"

"React [Edited]","Erick Sermon feat. Redman","100","2000s Y2K Rap Top Acts-Bay","3:38"

"React [Explicit]","Erick Sermon feat. Redman","100","2000s Y2K Rap Top Acts-Bay","3:38"

"Ride With Me (Dj Cut)","Nelly","103","2000s Y2K Rap Top Acts-Bay","2:37"

"Ridin Dirty Ft. Krayzie Bone (Clean Edit) - 72","Chamillionaire","143","2000s Y2K Rap Nation","4:08"

"Ridin Dirty Ft. Krayzie Bone (Dirty)","Chamillionaire","143","2000s Y2K Rap Nation","4:08"

"Right Round (Dj Cut 2026)","Flo Rida - Topic","126.000000","                            ","3:17"

"Right Thurr","Chingy","92","2000s Y2K Rap Nation","4:13"

"Roc the Mic (Clean)","Beanie Sigel & Freeway","95","2000s Y2K Rap Top Acts-Bay","4:21"

"Rock Superstar (Clean Version)","Cypress Hill","94","2000s Y2K Rap Top Acts-Bay","4:26"

"Rollout (My Business)[Clean]  (4 Phrase)","Ludacris","131","2000s Y2K Rap Top Acts-Bay","4:00"

"Roses (Dirty)[Dj Cut 2026]","OutKast","109.000000","Amazon.com Song ID: 204376265","6:01"

"Roses (Radio Edit)[Dj Cut 2026]","OutKast","109.000000","Amazon.com Song ID: 204376265","4:07"

"Run This Town [Clean] [feat. Rihanna & Kanye West]","JAY-Z & Rihanna & Kanye West","86","2000s Y2K Rap Top Acts-Bay","4:28"

"Salt Shaker [Explicit]","Ying Yang Twins & Lil Jon And The Eastside Boyz","102.070000","2000s Y2K Rap Top Acts-Bay","4:12"

"Salt Shaker [Clean]","Ying Yang Twins & Lil Jon And The Eastside Boyz","102.190000","2000s Y2K Rap Top Acts-Bay","4:12"

"Saturday (Oooh! Ooooh!) [Clean] (Dj Cut 2021)","Ludacris","106","2000s Y2K Rap Top Acts-Bay","3:57"

"Sensual Seduction","Snoop Dogg","120","2000s Y2K Rap Top Acts-Bay","3:59"

"Shake It Fast [Clean] (Cleaner Radio Edit)","Mystikal","98.130000","2000s Y2K Rap Nation","4:19"

"Shake That A** for Me [Clean]","Eminem","107","2000s Y2K Rap Top Acts-Bay","4:34"

